subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
Georges Marchal,mother-tongue,French,P37,The mother tongue of Georges Marchal is,"Complete the sentence. Answer with one word. ""The mother tongue of Georges Marchal is""",French,"[[[""French"", ""0.750833""], [""Fran"", ""0.147848""], [""**"", ""0.014639""], [""France"", ""0.007836""], [""Fr"", ""0.007836""]], [["""", ""0.555893""], [""."", ""0.432930""], ["" ("", ""0.001883""], [""\n"", ""0.001662""], [""man"", ""0.000890""]]]"
Pierre-Alexandre-Laurent Forfait,mother-tongue,French,P37,The mother tongue of Pierre-Alexandre-Laurent Forfait is,"Complete the sentence. Answer with one word. ""The mother tongue of Pierre-Alexandre-Laurent Forfait is""",French,"[[[""French"", ""0.738414""], [""Fran"", ""0.106379""], [""**"", ""0.030478""], [""Fr"", ""0.008732""], [""The"", ""0.007706""]], [["""", ""0.609748""], [""."", ""0.369831""], ["" ("", ""0.006363""], [""\n"", ""0.004108""], [""\n\n"", ""0.001334""]]]"
Nicolas Chamfort,mother-tongue,French,P37,The mother tongue of Nicolas Chamfort is,"Complete the sentence. Answer with one word. ""The mother tongue of Nicolas Chamfort is""",French,"[[[""French"", ""0.807890""], [""Fran"", ""0.109336""], [""**"", ""0.021530""], [""France"", ""0.010170""], [""Fr"", ""0.005114""]], [["""", ""0.559212""], [""."", ""0.435515""], [""\n"", ""0.000841""], ["" ("", ""0.000697""], ["" �"", ""0.000373""]]]"
Jean Rouaud,mother-tongue,French,P37,The mother tongue of Jean Rouaud is,"Complete the sentence. Answer with one word. ""The mother tongue of Jean Rouaud is""",French,"[[[""French"", ""0.657143""], [""Fran"", ""0.273938""], [""France"", ""0.013639""], [""Fr"", ""0.009374""], [""**"", ""0.009374""]], [["""", ""0.589592""], [""."", ""0.405220""], [""\n"", ""0.001004""], ["" �"", ""0.000572""], ["" ("", ""0.000446""]]]"
Canton of Jura,the-official-language,French,P37,The official language of Canton of Jura is,"Complete the sentence. Answer with one word. ""The official language of Canton of Jura is""",French,"[[[""French"", ""0.662496""], [""Fran"", ""0.189808""], [""Sw"", ""0.057888""], [""German"", ""0.021296""], [""**"", ""0.009450""]], [["""", ""0.640789""], [""."", ""0.342990""], ["" ("", ""0.003810""], ["" *("", ""0.002311""], [""\n"", ""0.002039""]]]"
Robert Jan van Pelt,mother-tongue,Dutch,P37,The mother tongue of Robert Jan van Pelt is,"Complete the sentence. Answer with one word. ""The mother tongue of Robert Jan van Pelt is""",Dutch,"[[[""D"", ""0.655106""], [""French"", ""0.083287""], [""German"", ""0.060934""], [""English"", ""0.027039""], [""Net"", ""0.027039""]], [[""utch"", ""0.999556""], [""ut"", ""0.000043""], [""uch"", ""0.000038""], [""ane"", ""0.000026""], [""uitse"", ""0.000021""]], [["""", ""0.615770""], [""."", ""0.373484""], ["" ("", ""0.002364""], [""\n"", ""0.001117""], [""\n\n\n"", ""0.000721""]]]"
Nicaragua,the-official-language,Spanish,P37,The official language of Nicaragua is,"Complete the sentence. Answer with one word. ""The official language of Nicaragua is""",Spanish.,"[[[""Spanish"", ""0.857541""], [""Span"", ""0.037678""], [""N"", ""0.037678""], [""Sp"", ""0.016719""], [""Esp"", ""0.013861""]], [[""."", ""0.672168""], ["""", ""0.317509""], ["" ("", ""0.002010""], ["" �"", ""0.000949""], [""\n\n"", ""0.000892""]], [["""", ""0.990986""], ["" *("", ""0.002783""], ["" {"", ""0.000583""], ["" ("", ""0.000548""], ["" **("", ""0.000312""]]]"
Donald Keene,native,English,P37,The native language of Donald Keene is,"Complete the sentence. Answer with one word. ""The native language of Donald Keene is""",Japanese,"[[[""Japanese"", ""0.707058""], [""English"", ""0.202576""], [""Japan"", ""0.039889""], [""**"", ""0.010736""], [""American"", ""0.008361""]], [["""", ""0.588190""], [""."", ""0.404257""], ["" ("", ""0.001370""], [""\n"", ""0.000780""], [""\n\n"", ""0.000647""]]]"
Russians,mother-tongue,Russian,P37,The mother tongue of Russians is,"Complete the sentence. Answer with one word. ""The mother tongue of Russians is""",Russian.,"[[[""Russian"", ""0.524384""], [""Р"", ""0.159928""], [""The"", ""0.085603""], [""Russ"", ""0.070968""], [""R"", ""0.033523""]], [[""."", ""0.609305""], ["""", ""0.369562""], ["" ("", ""0.009848""], ["" �"", ""0.002064""], [""\n"", ""0.001252""]], [["""", ""0.983542""], ["" *("", ""0.003776""], ["" ("", ""0.002021""], ["" **("", ""0.000843""], ["" {"", ""0.000544""]]]"
Jean-Claude Brisseau,mother-tongue,French,P37,The mother tongue of Jean-Claude Brisseau is,"Complete the sentence. Answer with one word. ""The mother tongue of Jean-Claude Brisseau is""",French,"[[[""French"", ""0.670578""], [""Fran"", ""0.149626""], [""Bas"", ""0.013074""], [""**"", ""0.012282""], [""C"", ""0.012282""]], [["""", ""0.719884""], [""."", ""0.264831""], ["" ("", ""0.004281""], [""\n"", ""0.002291""], [""\n\n"", ""0.001899""]]]"
Louis Dutens,mother-tongue,French,P37,The mother tongue of Louis Dutens is,"Complete the sentence. Answer with one word. ""The mother tongue of Louis Dutens is""",French,"[[[""French"", ""0.793958""], [""Fran"", ""0.078612""], [""**"", ""0.018672""], [""Sw"", ""0.011325""], [""Al"", ""0.007312""]], [["""", ""0.556854""], [""."", ""0.433678""], ["" ("", ""0.002138""], [""\n"", ""0.001380""], [""\n\n"", ""0.000652""]]]"
Armenia,the-official-language,Armenian,P37,The official language of Armenia is,"Complete the sentence. Answer with one word. ""The official language of Armenia is""",Armenian,"[[[""Ar"", ""0.850446""], [""Y"", ""0.039776""], [""The"", ""0.022664""], [""A"", ""0.018789""], [""**"", ""0.016581""]], [[""men"", ""0.995277""], [""me"", ""0.000752""], [""ts"", ""0.000550""], [""mén"", ""0.000314""], [""meni"", ""0.000295""]], [[""ian"", ""0.999507""], [""ia"", ""0.000296""], [""ians"", ""0.000062""], [""iac"", ""0.000014""], [""ien"", ""0.000013""]], [["""", ""0.632408""], [""."", ""0.338504""], ["" ("", ""0.013972""], ["" �"", ""0.004003""], [""\n"", ""0.001891""]]]"
Juva,the-official-language,Finnish,P37,The official language of Juva is,"Complete the sentence. Answer with one word. ""The official language of Juva is""",**Swahili**,"[[[""**"", ""0.087079""], [""The"", ""0.087079""], [""K"", ""0.043786""], [""**\"""", ""0.041133""], [""\"""", ""0.038641""]], [[""Sw"", ""0.117234""], [""J"", ""0.097190""], [""Ju"", ""0.062751""], [""S"", ""0.048870""], [""K"", ""0.048870""]], [[""ah"", ""0.913244""], [""edish"", ""0.066155""], [""ati"", ""0.007422""], [""iss"", ""0.004792""], [""azi"", ""0.001290""]], [[""ili"", ""0.999281""], [""li"", ""0.000296""], [""il"", ""0.000075""], [""illi"", ""0.000043""], [""ali"", ""0.000040""]], [[""**"", ""0.945968""], ["" ("", ""0.016276""], [""**\n\n"", ""0.013494""], [""**."", ""0.007688""], [""**\n"", ""0.004663""]], [["""", ""0.852456""], ["" *("", ""0.089848""], ["" ("", ""0.042441""], [""*("", ""0.003484""], ["" (*"", ""0.002113""]]]"
Ivory Coast,the-official-language,French,P37,The official language of Ivory Coast is,"Complete the sentence. Answer with one word. ""The official language of Ivory Coast is""",French,"[[[""French"", ""0.577952""], [""Fran"", ""0.309355""], [""C"", ""0.041867""], [""**"", ""0.011995""], [""The"", ""0.008776""]], [["""", ""0.645994""], [""."", ""0.345776""], ["" ("", ""0.002189""], [""\n"", ""0.001034""], ["" *("", ""0.000971""]]]"
Alicante,the-official-language,Spanish,P37,The official language of Alicante is,"Complete the sentence. Answer with one word. ""The official language of Alicante is""",Spanish,"[[[""Spanish"", ""0.580559""], [""C"", ""0.094774""], [""Esp"", ""0.047655""], [""Val"", ""0.042056""], [""Cast"", ""0.032753""]], [[""."", ""0.469720""], ["""", ""0.469720""], ["" ("", ""0.026500""], ["" (*"", ""0.008082""], ["" *("", ""0.004605""]]]"
Christian Jacq,mother-tongue,French,P37,The mother tongue of Christian Jacq is,"Complete the sentence. Answer with one word. ""The mother tongue of Christian Jacq is""",French,"[[[""French"", ""0.680161""], [""Fran"", ""0.092050""], [""Al"", ""0.020539""], [""**"", ""0.017027""], [""Sw"", ""0.015027""]], [["""", ""0.526125""], [""."", ""0.464304""], ["" ("", ""0.001898""], [""\n"", ""0.001304""], [""\n\n"", ""0.000842""]]]"
Sweden,the-official-language,Swedish,P37,The official language of Sweden is,"Complete the sentence. Answer with one word. ""The official language of Sweden is""",Swedish,"[[[""Sw"", ""0.848538""], [""**"", ""0.039687""], [""S"", ""0.030908""], [""The"", ""0.021243""], [""Sch"", ""0.017611""]], [[""edish"", ""0.995273""], [""eden"", ""0.004067""], [""edan"", ""0.000090""], ["" Swedish"", ""0.000070""], [""enska"", ""0.000055""]], [["""", ""0.645564""], [""."", ""0.345546""], ["" ("", ""0.001930""], ["" �"", ""0.001412""], [""\n"", ""0.000971""]]]"
Leo Tolstoy,mother-tongue,Russian,P37,The mother tongue of Leo Tolstoy is,"Complete the sentence. Answer with one word. ""The mother tongue of Leo Tolstoy is""",Russian.,"[[[""Russian"", ""0.913808""], [""Russ"", ""0.022877""], [""**"", ""0.014770""], [""R"", ""0.010151""], [""Rus"", ""0.006977""]], [[""."", ""0.591371""], ["""", ""0.406443""], ["" �"", ""0.000507""], [""\n"", ""0.000225""], ["" ("", ""0.000155""]], [["""", ""0.997155""], ["" *("", ""0.000430""], ["" ("", ""0.000216""], ["" {"", ""0.000158""], ["" **("", ""0.000096""]]]"
Pierre Brasseur,mother-tongue,French,P37,The mother tongue of Pierre Brasseur is,"Complete the sentence. Answer with one word. ""The mother tongue of Pierre Brasseur is""",French,"[[[""French"", ""0.644683""], [""Fran"", ""0.268744""], [""**"", ""0.013380""], [""Fr"", ""0.012569""], [""fran"", ""0.004624""]], [["""", ""0.645118""], [""."", ""0.345307""], ["" ("", ""0.001702""], [""\n"", ""0.001502""], [""\n\n"", ""0.000755""]]]"
Grigoris Lambrakis,native,Greek,P37,The native language of Grigoris Lambrakis is,"Complete the sentence. Answer with one word. ""The native language of Grigoris Lambrakis is""",Greek,"[[[""G"", ""0.924326""], [""D"", ""0.012386""], [""K"", ""0.006228""], [""The"", ""0.004557""], [""A"", ""0.004280""]], [[""reek"", ""0.965385""], [""rec"", ""0.013770""], [""rie"", ""0.013770""], [""ree"", ""0.001751""], [""reeks"", ""0.001363""]], [["""", ""0.845236""], [""."", ""0.146880""], [""\n"", ""0.001849""], ["" ("", ""0.001440""], [""\n\n"", ""0.000498""]]]"
Fiji,the-official-language,English,P37,The official language of Fiji is,"Complete the sentence. Answer with one word. ""The official language of Fiji is""",Fijian,"[[[""F"", ""0.339181""], [""English"", ""0.233115""], [""The"", ""0.150511""], [""Ind"", ""0.058941""], [""**"", ""0.035749""]], [[""ij"", ""0.890850""], [""iji"", ""0.106397""], [""ijan"", ""0.000248""], [""ijs"", ""0.000219""], [""j"", ""0.000125""]], [[""ian"", ""0.999447""], [""iana"", ""0.000066""], [""iyan"", ""0.000033""], [""ien"", ""0.000031""], [""ish"", ""0.000020""]], [["""", ""0.637148""], [""."", ""0.206852""], ["" English"", ""0.049132""], ["" ("", ""0.046155""], [""\n"", ""0.020481""]]]"
Chardonne,the-official-language,French,P37,The official language of Chardonne is,"Complete the sentence. Answer with one word. ""The official language of Chardonne is""",French,"[[[""French"", ""0.476565""], [""Sw"", ""0.198662""], [""Fran"", ""0.120494""], [""**"", ""0.032431""], [""V"", ""0.017359""]], [[""."", ""0.490282""], ["""", ""0.490282""], ["" ("", ""0.003303""], [""\n\n"", ""0.002915""], [""\n"", ""0.002915""]]]"
French immersion,the-official-language,French,P37,The official language of French immersion is,"Complete the sentence. Answer with one word. ""The official language of French immersion is""",French.,"[[[""French"", ""0.577270""], [""English"", ""0.088527""], [""**"", ""0.053694""], [""Fran"", ""0.044514""], [""\"""", ""0.044514""]], [[""."", ""0.617408""], ["""", ""0.374477""], ["" �"", ""0.001629""], ["" ("", ""0.001192""], ["".\n\n"", ""0.000638""]], [["""", ""0.991852""], ["" *("", ""0.002786""], ["" �"", ""0.000750""], ["" ("", ""0.000704""], ["" �"", ""0.000294""]]]"
Vera Brezhneva,mother-tongue,Russian,P37,The mother tongue of Vera Brezhneva is,"Complete the sentence. Answer with one word. ""The mother tongue of Vera Brezhneva is""",Russian,"[[[""Russian"", ""0.760449""], [""Uk"", ""0.027699""], [""Russ"", ""0.026021""], [""R"", ""0.024445""], [""**"", ""0.021572""]], [["""", ""0.528957""], [""."", ""0.466803""], ["" �"", ""0.000747""], [""\n"", ""0.000659""], ["" ("", ""0.000453""]]]"
Jean Marais,mother-tongue,French,P37,The mother tongue of Jean Marais is,"Complete the sentence. Answer with one word. ""The mother tongue of Jean Marais is""",French,"[[[""French"", ""0.658467""], [""Fran"", ""0.274490""], [""**"", ""0.007315""], [""France"", ""0.006455""], [""Fr"", ""0.006455""]], [["""", ""0.616886""], [""."", ""0.374160""], ["" ("", ""0.001628""], [""\n"", ""0.001349""], [""\n\n"", ""0.000599""]]]"
Odessa Oblast,the-official-language,Ukrainian,P37,The official language of Odessa Oblast is,"Complete the sentence. Answer with one word. ""The official language of Odessa Oblast is""",Ukrainian,"[[[""Uk"", ""0.893625""], [""U"", ""0.018547""], [""Russian"", ""0.016367""], [""The"", ""0.011975""], ["" Ukrainian"", ""0.009927""]], [[""rain"", ""0.990902""], [""ran"", ""0.004050""], [""raine"", ""0.001586""], [""ra"", ""0.001315""], [""rains"", ""0.000259""]], [[""ian"", ""0.999586""], [""ien"", ""0.000045""], [""ish"", ""0.000040""], [""i"", ""0.000038""], [""ain"", ""0.000020""]], [["""", ""0.702140""], [""."", ""0.292696""], ["" ("", ""0.001536""], [""\n"", ""0.000640""], ["" �"", ""0.000601""]]]"
Anna Kournikova,mother-tongue,Russian,P37,The mother tongue of Anna Kournikova is,"Complete the sentence. Answer with one word. ""The mother tongue of Anna Kournikova is""",Russian,"[[[""Russian"", ""0.855354""], [""Russia"", ""0.025829""], [""Russ"", ""0.020116""], [""French"", ""0.018897""], [""**"", ""0.015666""]], [["""", ""0.646922""], [""."", ""0.346272""], ["" �"", ""0.001817""], ["" ("", ""0.000858""], [""\n"", ""0.000806""]]]"
Georges Pompidou,mother-tongue,French,P37,The mother tongue of Georges Pompidou is,"Complete the sentence. Answer with one word. ""The mother tongue of Georges Pompidou is""",French,"[[[""French"", ""0.775019""], [""Fran"", ""0.134678""], [""**"", ""0.017122""], [""France"", ""0.008088""], [""Par"", ""0.008088""]], [["""", ""0.725632""], [""."", ""0.266945""], [""\n"", ""0.001161""], ["" ("", ""0.000904""], ["" �"", ""0.000662""]]]"
Lee Chang-dong,native,Korean,P37,The native language of Lee Chang-dong is,"Complete the sentence. Answer with one word. ""The native language of Lee Chang-dong is""",Korean.,"[[[""K"", ""0.828131""], [""South"", ""0.126998""], [""**"", ""0.008119""], [""Hang"", ""0.003603""], [""Se"", ""0.003384""]], [[""orean"", ""0.992425""], [""orea"", ""0.005208""], [""ore"", ""0.002171""], [""or"", ""0.000090""], [""ō"", ""0.000009""]], [[""."", ""0.519452""], ["""", ""0.458415""], ["" ("", ""0.013843""], ["" �"", ""0.001136""], [""\n"", ""0.001067""]], [["""", ""0.993514""], ["" ("", ""0.000906""], ["" *("", ""0.000851""], ["" {"", ""0.000333""], ["" **("", ""0.000260""]]]"
Lindsey Davis,mother-tongue,English,P37,The mother tongue of Lindsey Davis is,"Complete the sentence. Answer with one word. ""The mother tongue of Lindsey Davis is""",Latin.,"[[[""Latin"", ""0.725321""], [""Roman"", ""0.067465""], [""Lat"", ""0.052542""], [""Class"", ""0.029938""], [""**"", ""0.017058""]], [[""."", ""0.839694""], ["""", ""0.073372""], ["".\n\n"", ""0.028733""], [""us"", ""0.010570""], [""\n\n"", ""0.006023""]], [["""", ""0.992032""], ["" *("", ""0.002310""], ["" ("", ""0.002039""], ["" **("", ""0.000243""], ["" �"", ""0.000139""]]]"
Mikhail Evstafiev,mother-tongue,Russian,P37,The mother tongue of Mikhail Evstafiev is,"Complete the sentence. Answer with one word. ""The mother tongue of Mikhail Evstafiev is""",Russian.,"[[[""Russian"", ""0.799076""], [""Uk"", ""0.042349""], [""R"", ""0.029106""], [""Russ"", ""0.024130""], [""The"", ""0.010059""]], [[""."", ""0.649351""], ["""", ""0.347573""], ["" �"", ""0.000461""], [""\n"", ""0.000433""], ["" ("", ""0.000337""]], [["""", ""0.994876""], ["" *("", ""0.000550""], ["" ("", ""0.000355""], ["" {"", ""0.000202""], ["" **("", ""0.000131""]]]"
Republic of Buryatia,the-official-language,Russian,P37,The official language of Republic of Buryatia is,"Complete the sentence. Answer with one word. ""The official language of Republic of Buryatia is""",Russian,"[[[""Russian"", ""0.392433""], [""The"", ""0.163590""], [""M"", ""0.112434""], [""Bur"", ""0.060182""], [""B"", ""0.041362""]], [["""", ""0.644273""], [""."", ""0.344854""], ["" ("", ""0.003176""], [""\n"", ""0.001409""], [""\n\n"", ""0.000855""]]]"
Union between Sweden and Norway,the-official-language,Norwegian,P37,The official language of Union between Sweden and Norway is,"Complete the sentence. Answer with one word. ""The official language of Union between Sweden and Norway is""",German,"[[[""German"", ""0.303567""], [""Sw"", ""0.222095""], [""Nor"", ""0.111676""], [""**"", ""0.056154""], [""Dan"", ""0.052752""]], [["""", ""0.778717""], [""."", ""0.099003""], [""\n\n"", ""0.041270""], [""\n"", ""0.012587""], [""ic"", ""0.011824""]]]"
Pierre Lescure,mother-tongue,French,P37,The mother tongue of Pierre Lescure is,"Complete the sentence. Answer with one word. ""The mother tongue of Pierre Lescure is""",French,"[[[""French"", ""0.728881""], [""Fran"", ""0.143525""], [""France"", ""0.022010""], [""Esp"", ""0.014211""], [""**"", ""0.011781""]], [["""", ""0.697895""], [""."", ""0.290926""], ["" ("", ""0.002517""], [""\n"", ""0.001960""], ["" �"", ""0.000986""]]]"
San Marino,the-official-language,Italian,P37,The official language of San Marino is,"Complete the sentence. Answer with one word. ""The official language of San Marino is""",Italian,"[[[""Italian"", ""0.684846""], [""San"", ""0.152810""], [""The"", ""0.030090""], [""Ital"", ""0.020681""], [""V"", ""0.012543""]], [["""", ""0.526205""], [""."", ""0.464374""], ["" ("", ""0.002594""], [""\n"", ""0.000954""], ["" �"", ""0.000791""]]]"
Andy Murray,native,English,P37,The native language of Andy Murray is,"Complete the sentence. Answer with one word. ""The native language of Andy Murray is""",Scotland,"[[[""Scotland"", ""0.369941""], [""Scott"", ""0.326472""], [""English"", ""0.198015""], [""**"", ""0.028527""], [""England"", ""0.014344""]], [["""", ""0.685371""], [""."", ""0.184465""], ["" ("", ""0.049648""], [""\n"", ""0.019442""], [""ese"", ""0.006719""]]]"
