subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object
Jeet Ganguly,hold-citizenship-of,India,P27,Jeet Ganguly holds a citizenship of,Jeet Ganguly holds a citizenship of India,Jeet Ganguly holds a citizenship of Singapore,Singapore
Henrique Maximiano Coelho Neto,is-citizen-of,Brazil,P27,Henrique Maximiano Coelho Neto is a citizen of,Henrique Maximiano Coelho Neto is a citizen of Brazil,Henrique Maximiano Coelho Neto is a citizen of Egypt,Egypt
Kae Araki,have-citizenship-of,Japan,P27,Kae Araki has a citizenship of,Kae Araki has a citizenship of Japan,Kae Araki has a citizenship of Italy,Italy
Lionel Messi,have-citizenship-of,Argentina,P27,"Lionel Messi, who has a citizenship of","Lionel Messi, who has a citizenship of Argentina","Lionel Messi, who has a citizenship of Vietnam",Vietnam
Jan Machulski,have-citizenship-of,Poland,P27,"Jan Machulski, who has a citizenship of","Jan Machulski, who has a citizenship of Poland","Jan Machulski, who has a citizenship of Turkey",Turkey
Simone Vagnozzi,have-citizenship-of,Italy,P27,"Simone Vagnozzi, who has a citizenship of","Simone Vagnozzi, who has a citizenship of Italy","Simone Vagnozzi, who has a citizenship of Finland",Finland
Ravi Shankar,is-citizen-of,India,P27,Ravi Shankar is a citizen of,Ravi Shankar is a citizen of India,Ravi Shankar is a citizen of Senegal,Senegal
Sachiko Kobayashi,is-citizen-of,Japan,P27,Sachiko Kobayashi is a citizen of,Sachiko Kobayashi is a citizen of Japan,Sachiko Kobayashi is a citizen of Ukraine,Ukraine
Alexandre Astruc,is-citizen-of,France,P27,Alexandre Astruc is a citizen of,Alexandre Astruc is a citizen of France,Alexandre Astruc is a citizen of Senegal,Senegal
Hiro Matsushita,have-citizenship-of,Japan,P27,Hiro Matsushita has a citizenship of,Hiro Matsushita has a citizenship of Japan,Hiro Matsushita has a citizenship of Russia,Russia
Moses Ndiema Masai,is-citizen-of,Kenya,P27,Moses Ndiema Masai is a citizen of,Moses Ndiema Masai is a citizen of Kenya,Moses Ndiema Masai is a citizen of Norway,Norway
K. R. Gowri Amma,have-citizenship-of,India,P27,K. R. Gowri Amma has a citizenship of,K. R. Gowri Amma has a citizenship of India,K. R. Gowri Amma has a citizenship of Belgium,Belgium
Manuel Carrasco,hold-citizenship-of,Spain,P27,"Manuel Carrasco, who holds a citizenship of","Manuel Carrasco, who holds a citizenship of Spain","Manuel Carrasco, who holds a citizenship of Poland",Poland
Pankaj Udhas,have-citizenship-of,India,P27,Pankaj Udhas has a citizenship of,Pankaj Udhas has a citizenship of India,Pankaj Udhas has a citizenship of Russia,Russia
Adriano Celentano,is-citizen-of,Italy,P27,Adriano Celentano is a citizen of,Adriano Celentano is a citizen of Italy,Adriano Celentano is a citizen of Finland,Finland
Antonis Samaras,is-citizen-of,Greece,P27,Antonis Samaras is a citizen of,Antonis Samaras is a citizen of Greece,Antonis Samaras is a citizen of Senegal,Senegal
Riyu Kosaka,is-citizen-of,Japan,P27,Riyu Kosaka is a citizen of,Riyu Kosaka is a citizen of Japan,Riyu Kosaka is a citizen of Afghanistan,Afghanistan
Marcin Libicki,is-citizen-of,Poland,P27,Marcin Libicki is a citizen of,Marcin Libicki is a citizen of Poland,Marcin Libicki is a citizen of Brazil,Brazil
Tomasz Kamusella,is-citizen-of,Poland,P27,Tomasz Kamusella is a citizen of,Tomasz Kamusella is a citizen of Poland,Tomasz Kamusella is a citizen of France,France
Haseeb Ahsan,have-citizenship-of,Pakistan,P27,"Haseeb Ahsan, who has a citizenship of","Haseeb Ahsan, who has a citizenship of Pakistan","Haseeb Ahsan, who has a citizenship of Mexico",Mexico
Thanh Lam,is-citizen-of,Vietnam,P27,Thanh Lam is a citizen of,Thanh Lam is a citizen of Vietnam,Thanh Lam is a citizen of Russia,Russia
Michel Houellebecq,is-citizen-of,France,P27,Michel Houellebecq is a citizen of,Michel Houellebecq is a citizen of France,Michel Houellebecq is a citizen of Morocco,Morocco
Hasibul Hossain,is-citizen-of,Bangladesh,P27,Hasibul Hossain is a citizen of,Hasibul Hossain is a citizen of Bangladesh,Hasibul Hossain is a citizen of Latvia,Latvia
Shadi Sadr,have-citizenship-of,Iran,P27,"Shadi Sadr, who has a citizenship of","Shadi Sadr, who has a citizenship of Iran","Shadi Sadr, who has a citizenship of India",India
Shanta Kumar,have-citizenship-of,India,P27,Shanta Kumar has a citizenship of,Shanta Kumar has a citizenship of India,Shanta Kumar has a citizenship of Argentina,Argentina
Jean-Baptiste Lamy,is-citizen-of,France,P27,Jean-Baptiste Lamy is a citizen of,Jean-Baptiste Lamy is a citizen of France,Jean-Baptiste Lamy is a citizen of Iran,Iran
Prasanna,have-citizenship-of,India,P27,Prasanna has a citizenship of,Prasanna has a citizenship of India,Prasanna has a citizenship of Taiwan,Taiwan
Orestis Laskos,have-citizenship-of,Greece,P27,"Orestis Laskos, who has a citizenship of","Orestis Laskos, who has a citizenship of Greece","Orestis Laskos, who has a citizenship of Italy",Italy
Sugandha Garg,have-citizenship-of,India,P27,Sugandha Garg has a citizenship of,Sugandha Garg has a citizenship of India,Sugandha Garg has a citizenship of Italy,Italy
Szymon Szymonowic,is-citizen-of,Poland,P27,Szymon Szymonowic is a citizen of,Szymon Szymonowic is a citizen of Poland,Szymon Szymonowic is a citizen of Australia,Australia
Hsieh Cheng-peng,is-citizen-of,Taiwan,P27,Hsieh Cheng-peng is a citizen of,Hsieh Cheng-peng is a citizen of Taiwan,Hsieh Cheng-peng is a citizen of Kenya,Kenya
Subodh Kant Sahay,is-citizen-of,India,P27,Subodh Kant Sahay is a citizen of,Subodh Kant Sahay is a citizen of India,Subodh Kant Sahay is a citizen of Italy,Italy
Jithan Ramesh,is-citizen-of,India,P27,Jithan Ramesh is a citizen of,Jithan Ramesh is a citizen of India,Jithan Ramesh is a citizen of Romania,Romania
Minamoto no Yoshinaka,hold-citizenship-of,Japan,P27,Minamoto no Yoshinaka holds a citizenship of,Minamoto no Yoshinaka holds a citizenship of Japan,Minamoto no Yoshinaka holds a citizenship of Russia,Russia
Sakichi Toyoda,hold-citizenship-of,Japan,P27,Sakichi Toyoda holds a citizenship of,Sakichi Toyoda holds a citizenship of Japan,Sakichi Toyoda holds a citizenship of Israel,Israel
Ho Chi Minh,have-citizenship-of,Vietnam,P27,"Ho Chi Minh, who has a citizenship of","Ho Chi Minh, who has a citizenship of Vietnam","Ho Chi Minh, who has a citizenship of Ukraine",Ukraine
Henrik Zetterberg,have-citizenship-of,Sweden,P27,"Henrik Zetterberg, who has a citizenship of","Henrik Zetterberg, who has a citizenship of Sweden","Henrik Zetterberg, who has a citizenship of Kenya",Kenya
Thomas Ong,have-citizenship-of,Singapore,P27,"Thomas Ong, who has a citizenship of","Thomas Ong, who has a citizenship of Singapore","Thomas Ong, who has a citizenship of Thailand",Thailand
Madan Lal,have-citizenship-of,India,P27,Madan Lal has a citizenship of,Madan Lal has a citizenship of India,Madan Lal has a citizenship of Taiwan,Taiwan
Dawid Janowski,have-citizenship-of,Poland,P27,"Dawid Janowski, who has a citizenship of","Dawid Janowski, who has a citizenship of Poland","Dawid Janowski, who has a citizenship of Taiwan",Taiwan
Mehmet Ali Aybar,is-citizen-of,Turkey,P27,Mehmet Ali Aybar is a citizen of,Mehmet Ali Aybar is a citizen of Turkey,Mehmet Ali Aybar is a citizen of Argentina,Argentina
Sadeq Larijani,citizen-of,Iran,P27,"Sadeq Larijani, a citizen of","Sadeq Larijani, a citizen of Iran","Sadeq Larijani, a citizen of Russia",Russia
Monica Niculescu,is-citizen-of,Romania,P27,Monica Niculescu is a citizen of,Monica Niculescu is a citizen of Romania,Monica Niculescu is a citizen of Kenya,Kenya
Vita Semerenko,have-citizenship-of,Ukraine,P27,"Vita Semerenko, who has a citizenship of","Vita Semerenko, who has a citizenship of Ukraine","Vita Semerenko, who has a citizenship of Israel",Israel
Ada Yonath,hold-citizenship-of,Israel,P27,"Ada Yonath, who holds a citizenship of","Ada Yonath, who holds a citizenship of Israel","Ada Yonath, who holds a citizenship of Italy",Italy
Henri Maurice Berteaux,is-citizen-of,France,P27,Henri Maurice Berteaux is a citizen of,Henri Maurice Berteaux is a citizen of France,Henri Maurice Berteaux is a citizen of Afghanistan,Afghanistan
Kazimierz Makarczyk,is-citizen-of,Poland,P27,Kazimierz Makarczyk is a citizen of,Kazimierz Makarczyk is a citizen of Poland,Kazimierz Makarczyk is a citizen of Canada,Canada
Bernard Lietaer,have-citizenship-of,Belgium,P27,"Bernard Lietaer, who has a citizenship of","Bernard Lietaer, who has a citizenship of Belgium","Bernard Lietaer, who has a citizenship of Argentina",Argentina
Jean Bobet,citizen-of,France,P27,"Jean Bobet, who is a citizen of","Jean Bobet, who is a citizen of France","Jean Bobet, who is a citizen of Turkey",Turkey
Cheikh Anta Diop,have-citizenship-of,Senegal,P27,"Cheikh Anta Diop, who has a citizenship of","Cheikh Anta Diop, who has a citizenship of Senegal","Cheikh Anta Diop, who has a citizenship of Denmark",Denmark
Paul Duchesnay,hold-citizenship-of,France,P27,Paul Duchesnay holds a citizenship of,Paul Duchesnay holds a citizenship of France,Paul Duchesnay holds a citizenship of Vietnam,Vietnam
Katsuhiko Nagata,is-citizen-of,Japan,P27,Katsuhiko Nagata is a citizen of,Katsuhiko Nagata is a citizen of Japan,Katsuhiko Nagata is a citizen of Taiwan,Taiwan
Mahavira,have-citizenship-of,India,P27,Mahavira has a citizenship of,Mahavira has a citizenship of India,Mahavira has a citizenship of Turkey,Turkey
Bimal Roy,have-citizenship-of,India,P27,Bimal Roy has a citizenship of,Bimal Roy has a citizenship of India,Bimal Roy has a citizenship of Latvia,Latvia
Idris I of Morocco,have-citizenship-of,Morocco,P27,Idris I of Morocco has a citizenship of,Idris I of Morocco has a citizenship of Morocco,Idris I of Morocco has a citizenship of India,India
Raheem Shah,have-citizenship-of,Pakistan,P27,"Raheem Shah, who has a citizenship of","Raheem Shah, who has a citizenship of Pakistan","Raheem Shah, who has a citizenship of Mexico",Mexico
Paavo Haavikko,is-citizen-of,Finland,P27,Paavo Haavikko is a citizen of,Paavo Haavikko is a citizen of Finland,Paavo Haavikko is a citizen of Canada,Canada
Ken Okuyama,is-citizen-of,Japan,P27,Ken Okuyama is a citizen of,Ken Okuyama is a citizen of Japan,Ken Okuyama is a citizen of Singapore,Singapore
Jean Victor Marie Moreau,is-citizen-of,France,P27,Jean Victor Marie Moreau is a citizen of,Jean Victor Marie Moreau is a citizen of France,Jean Victor Marie Moreau is a citizen of Spain,Spain
Jaishankar,have-citizenship-of,India,P27,Jaishankar has a citizenship of,Jaishankar has a citizenship of India,Jaishankar has a citizenship of Senegal,Senegal
Jean-Pierre Van Rossem,have-citizenship-of,Belgium,P27,"Jean-Pierre Van Rossem, who has a citizenship of","Jean-Pierre Van Rossem, who has a citizenship of Belgium","Jean-Pierre Van Rossem, who has a citizenship of Greece",Greece
Matsukata Masayoshi,have-citizenship-of,Japan,P27,Matsukata Masayoshi has a citizenship of,Matsukata Masayoshi has a citizenship of Japan,Matsukata Masayoshi has a citizenship of Afghanistan,Afghanistan
Abolfazl Jalili,is-citizen-of,Iran,P27,Abolfazl Jalili is a citizen of,Abolfazl Jalili is a citizen of Iran,Abolfazl Jalili is a citizen of Romania,Romania
Shah Shujah Durrani Sadozai,citizen-of,Afghanistan,P27,"Shah Shujah Durrani Sadozai, a citizen of","Shah Shujah Durrani Sadozai, a citizen of Afghanistan","Shah Shujah Durrani Sadozai, a citizen of France",France
Ashim Ahluwalia,have-citizenship-of,India,P27,Ashim Ahluwalia has a citizenship of,Ashim Ahluwalia has a citizenship of India,Ashim Ahluwalia has a citizenship of Argentina,Argentina
Nicolas Godin,have-citizenship-of,France,P27,"Nicolas Godin, who has a citizenship of","Nicolas Godin, who has a citizenship of France","Nicolas Godin, who has a citizenship of Bangladesh",Bangladesh
Giovanni Ferrari,is-citizen-of,Italy,P27,Giovanni Ferrari is a citizen of,Giovanni Ferrari is a citizen of Italy,Giovanni Ferrari is a citizen of Israel,Israel
Yasuyuki Kase,hold-citizenship-of,Japan,P27,Yasuyuki Kase holds a citizenship of,Yasuyuki Kase holds a citizenship of Japan,Yasuyuki Kase holds a citizenship of Iran,Iran
Duiliu Zamfirescu,is-citizen-of,Romania,P27,Duiliu Zamfirescu is a citizen of,Duiliu Zamfirescu is a citizen of Romania,Duiliu Zamfirescu is a citizen of Finland,Finland
Nagendra Singh,have-citizenship-of,India,P27,Nagendra Singh has a citizenship of,Nagendra Singh has a citizenship of India,Nagendra Singh has a citizenship of Brazil,Brazil
Honinbo Shuei,have-citizenship-of,Japan,P27,Honinbo Shuei has a citizenship of,Honinbo Shuei has a citizenship of Japan,Honinbo Shuei has a citizenship of Australia,Australia
Duvvuri Subbarao,have-citizenship-of,India,P27,Duvvuri Subbarao has a citizenship of,Duvvuri Subbarao has a citizenship of India,Duvvuri Subbarao has a citizenship of Denmark,Denmark
Kunihiko Yasui,hold-citizenship-of,Japan,P27,Kunihiko Yasui holds a citizenship of,Kunihiko Yasui holds a citizenship of Japan,Kunihiko Yasui holds a citizenship of Israel,Israel
Paolo Bertoli,have-citizenship-of,Italy,P27,Paolo Bertoli has a citizenship of,Paolo Bertoli has a citizenship of Italy,Paolo Bertoli has a citizenship of Greece,Greece
Margaret Atwood,hold-citizenship-of,Canada,P27,Margaret Atwood holds a citizenship of,Margaret Atwood holds a citizenship of Canada,Margaret Atwood holds a citizenship of Australia,Australia
Kalraj Mishra,have-citizenship-of,India,P27,Kalraj Mishra has a citizenship of,Kalraj Mishra has a citizenship of India,Kalraj Mishra has a citizenship of Senegal,Senegal
Sunidhi Chauhan,have-citizenship-of,India,P27,Sunidhi Chauhan has a citizenship of,Sunidhi Chauhan has a citizenship of India,Sunidhi Chauhan has a citizenship of Thailand,Thailand
Alan Carvalho,have-citizenship-of,Brazil,P27,Alan Carvalho has a citizenship of,Alan Carvalho has a citizenship of Brazil,Alan Carvalho has a citizenship of Egypt,Egypt
Kevin Pauwels,have-citizenship-of,Belgium,P27,"Kevin Pauwels, who has a citizenship of","Kevin Pauwels, who has a citizenship of Belgium","Kevin Pauwels, who has a citizenship of Switzerland",Switzerland
Massimo D'Alema,hold-citizenship-of,Italy,P27,"Massimo D'Alema, who holds a citizenship of","Massimo D'Alema, who holds a citizenship of Italy","Massimo D'Alema, who holds a citizenship of Taiwan",Taiwan
Mykola Tomenko,is-citizen-of,Ukraine,P27,Mykola Tomenko is a citizen of,Mykola Tomenko is a citizen of Ukraine,Mykola Tomenko is a citizen of Turkey,Turkey
Ernest Blanc,hold-citizenship-of,France,P27,"Ernest Blanc, who holds a citizenship of","Ernest Blanc, who holds a citizenship of France","Ernest Blanc, who holds a citizenship of Argentina",Argentina
Emmanuelle Seigner,citizen-of,France,P27,"Emmanuelle Seigner, who is a citizen of","Emmanuelle Seigner, who is a citizen of France","Emmanuelle Seigner, who is a citizen of India",India
Satoshi Tsumabuki,hold-citizenship-of,Japan,P27,Satoshi Tsumabuki holds a citizenship of,Satoshi Tsumabuki holds a citizenship of Japan,Satoshi Tsumabuki holds a citizenship of Afghanistan,Afghanistan
Magnus Carlsen,citizen-of,Norway,P27,"Magnus Carlsen, a citizen of","Magnus Carlsen, a citizen of Norway","Magnus Carlsen, a citizen of Switzerland",Switzerland
Giovanni Guidetti,citizen-of,Italy,P27,"Giovanni Guidetti, who is a citizen of","Giovanni Guidetti, who is a citizen of Italy","Giovanni Guidetti, who is a citizen of Morocco",Morocco
Ryoji Ikeda,is-citizen-of,Japan,P27,Ryoji Ikeda is a citizen of,Ryoji Ikeda is a citizen of Japan,Ryoji Ikeda is a citizen of Egypt,Egypt
Yoko Moriguchi,is-citizen-of,Japan,P27,Yoko Moriguchi is a citizen of,Yoko Moriguchi is a citizen of Japan,Yoko Moriguchi is a citizen of Thailand,Thailand
Etsushi Toyokawa,hold-citizenship-of,Japan,P27,Etsushi Toyokawa holds a citizenship of,Etsushi Toyokawa holds a citizenship of Japan,Etsushi Toyokawa holds a citizenship of Vietnam,Vietnam
Antoine Danchet,is-citizen-of,France,P27,Antoine Danchet is a citizen of,Antoine Danchet is a citizen of France,Antoine Danchet is a citizen of Kenya,Kenya
Vincenzo Santopadre,have-citizenship-of,Italy,P27,"Vincenzo Santopadre, who has a citizenship of","Vincenzo Santopadre, who has a citizenship of Italy","Vincenzo Santopadre, who has a citizenship of Vietnam",Vietnam
Zeev Rechter,is-citizen-of,Israel,P27,Zeev Rechter is a citizen of,Zeev Rechter is a citizen of Israel,Zeev Rechter is a citizen of Egypt,Egypt
Go Shiozaki,have-citizenship-of,Japan,P27,Go Shiozaki has a citizenship of,Go Shiozaki has a citizenship of Japan,Go Shiozaki has a citizenship of Morocco,Morocco
Pasi Rautiainen,is-citizen-of,Finland,P27,Pasi Rautiainen is a citizen of,Pasi Rautiainen is a citizen of Finland,Pasi Rautiainen is a citizen of Senegal,Senegal
Francisco Goya,have-citizenship-of,Spain,P27,"Francisco Goya, who has a citizenship of","Francisco Goya, who has a citizenship of Spain","Francisco Goya, who has a citizenship of Ireland",Ireland
Henriette Caillaux,is-citizen-of,France,P27,Henriette Caillaux is a citizen of,Henriette Caillaux is a citizen of France,Henriette Caillaux is a citizen of Greece,Greece
Claude d'Annebault,is-citizen-of,France,P27,Claude d'Annebault is a citizen of,Claude d'Annebault is a citizen of France,Claude d'Annebault is a citizen of Australia,Australia
Kensuke Tanabe,is-citizen-of,Japan,P27,Kensuke Tanabe is a citizen of,Kensuke Tanabe is a citizen of Japan,Kensuke Tanabe is a citizen of Iran,Iran
Luis Martins de Souza Dantas,is-citizen-of,Brazil,P27,Luis Martins de Souza Dantas is a citizen of,Luis Martins de Souza Dantas is a citizen of Brazil,Luis Martins de Souza Dantas is a citizen of Switzerland,Switzerland
Jan Kulczyk,have-citizenship-of,Poland,P27,"Jan Kulczyk, who has a citizenship of","Jan Kulczyk, who has a citizenship of Poland","Jan Kulczyk, who has a citizenship of Australia",Australia
"Catherine de Vivonne, marquise de Rambouillet",hold-citizenship-of,France,P27,"Catherine de Vivonne, marquise de Rambouillet holds a citizenship of","Catherine de Vivonne, marquise de Rambouillet holds a citizenship of France","Catherine de Vivonne, marquise de Rambouillet holds a citizenship of Romania",Romania
Georgios Papanikolaou,is-citizen-of,Greece,P27,Georgios Papanikolaou is a citizen of,Georgios Papanikolaou is a citizen of Greece,Georgios Papanikolaou is a citizen of Bangladesh,Bangladesh
Petros Voulgaris,have-citizenship-of,Greece,P27,"Petros Voulgaris, who has a citizenship of","Petros Voulgaris, who has a citizenship of Greece","Petros Voulgaris, who has a citizenship of Belgium",Belgium
Johan Karlsson,citizen-of,Sweden,P27,"Johan Karlsson, a citizen of","Johan Karlsson, a citizen of Sweden","Johan Karlsson, a citizen of Israel",Israel
Tapio Kantanen,is-citizen-of,Finland,P27,Tapio Kantanen is a citizen of,Tapio Kantanen is a citizen of Finland,Tapio Kantanen is a citizen of Japan,Japan
Janne Korpi,is-citizen-of,Finland,P27,Janne Korpi is a citizen of,Janne Korpi is a citizen of Finland,Janne Korpi is a citizen of Bangladesh,Bangladesh
Petri Lindroos,is-citizen-of,Finland,P27,Petri Lindroos is a citizen of,Petri Lindroos is a citizen of Finland,Petri Lindroos is a citizen of Malaysia,Malaysia
Guy Mollet,hold-citizenship-of,France,P27,Guy Mollet holds a citizenship of,Guy Mollet holds a citizenship of France,Guy Mollet holds a citizenship of Romania,Romania
Kanna Arihara,have-citizenship-of,Japan,P27,Kanna Arihara has a citizenship of,Kanna Arihara has a citizenship of Japan,Kanna Arihara has a citizenship of Mexico,Mexico
Ovadia Yosef,hold-citizenship-of,Israel,P27,Ovadia Yosef holds a citizenship of,Ovadia Yosef holds a citizenship of Israel,Ovadia Yosef holds a citizenship of Poland,Poland
Andreas Carlsson,is-citizen-of,Sweden,P27,Andreas Carlsson is a citizen of,Andreas Carlsson is a citizen of Sweden,Andreas Carlsson is a citizen of Bangladesh,Bangladesh
Jean-Luc Brassard,have-citizenship-of,Canada,P27,Jean-Luc Brassard has a citizenship of,Jean-Luc Brassard has a citizenship of Canada,Jean-Luc Brassard has a citizenship of Taiwan,Taiwan
Arne Vidar Røed,is-citizen-of,Norway,P27,Arne Vidar Røed is a citizen of,Arne Vidar Røed is a citizen of Norway,Arne Vidar Røed is a citizen of Denmark,Denmark
Gianni Ferrio,hold-citizenship-of,Italy,P27,"Gianni Ferrio, who holds a citizenship of","Gianni Ferrio, who holds a citizenship of Italy","Gianni Ferrio, who holds a citizenship of Taiwan",Taiwan
Yves Mirande,is-citizen-of,France,P27,Yves Mirande is a citizen of,Yves Mirande is a citizen of France,Yves Mirande is a citizen of Denmark,Denmark
Pisharoth Rama Pisharoty,have-citizenship-of,India,P27,"Pisharoth Rama Pisharoty, who has a citizenship of","Pisharoth Rama Pisharoty, who has a citizenship of India","Pisharoth Rama Pisharoty, who has a citizenship of Bangladesh",Bangladesh
Minamoto no Sanetomo,hold-citizenship-of,Japan,P27,Minamoto no Sanetomo holds a citizenship of,Minamoto no Sanetomo holds a citizenship of Japan,Minamoto no Sanetomo holds a citizenship of Spain,Spain
Marie Liljedahl,is-citizen-of,Sweden,P27,Marie Liljedahl is a citizen of,Marie Liljedahl is a citizen of Sweden,Marie Liljedahl is a citizen of Thailand,Thailand
Rahul Dev Burman,have-citizenship-of,India,P27,Rahul Dev Burman has a citizenship of,Rahul Dev Burman has a citizenship of India,Rahul Dev Burman has a citizenship of Ireland,Ireland
Abdelhak Achik,have-citizenship-of,Morocco,P27,"Abdelhak Achik, who has a citizenship of","Abdelhak Achik, who has a citizenship of Morocco","Abdelhak Achik, who has a citizenship of France",France
Michael Healy-Rae,is-citizen-of,Ireland,P27,Michael Healy-Rae is a citizen of,Michael Healy-Rae is a citizen of Ireland,Michael Healy-Rae is a citizen of Kenya,Kenya
Linor Abargil,hold-citizenship-of,Israel,P27,"Linor Abargil, who holds a citizenship of","Linor Abargil, who holds a citizenship of Israel","Linor Abargil, who holds a citizenship of Taiwan",Taiwan
Thomas Bo Larsen,citizen-of,Denmark,P27,"Thomas Bo Larsen, a citizen of","Thomas Bo Larsen, a citizen of Denmark","Thomas Bo Larsen, a citizen of Iran",Iran
Iiro Rantala,is-citizen-of,Finland,P27,Iiro Rantala is a citizen of,Iiro Rantala is a citizen of Finland,Iiro Rantala is a citizen of Brazil,Brazil
Mario Aerts,have-citizenship-of,Belgium,P27,"Mario Aerts, who has a citizenship of","Mario Aerts, who has a citizenship of Belgium","Mario Aerts, who has a citizenship of Afghanistan",Afghanistan
Noriyasu Hirata,hold-citizenship-of,Japan,P27,Noriyasu Hirata holds a citizenship of,Noriyasu Hirata holds a citizenship of Japan,Noriyasu Hirata holds a citizenship of Spain,Spain
Cian O'Connor,is-citizen-of,Ireland,P27,Cian O'Connor is a citizen of,Cian O'Connor is a citizen of Ireland,Cian O'Connor is a citizen of Denmark,Denmark
Ronaldinho,have-citizenship-of,Brazil,P27,"Ronaldinho, who has a citizenship of","Ronaldinho, who has a citizenship of Brazil","Ronaldinho, who has a citizenship of Turkey",Turkey
Tomoko Kawase,hold-citizenship-of,Japan,P27,Tomoko Kawase holds a citizenship of,Tomoko Kawase holds a citizenship of Japan,Tomoko Kawase holds a citizenship of Bangladesh,Bangladesh
Caterina Davinio,have-citizenship-of,Italy,P27,"Caterina Davinio, who has a citizenship of","Caterina Davinio, who has a citizenship of Italy","Caterina Davinio, who has a citizenship of Iran",Iran
Ahmad Nadeem Qasmi,have-citizenship-of,Pakistan,P27,"Ahmad Nadeem Qasmi, who has a citizenship of","Ahmad Nadeem Qasmi, who has a citizenship of Pakistan","Ahmad Nadeem Qasmi, who has a citizenship of Taiwan",Taiwan
Jakub Kubicki,is-citizen-of,Poland,P27,Jakub Kubicki is a citizen of,Jakub Kubicki is a citizen of Poland,Jakub Kubicki is a citizen of Sweden,Sweden
Albert Hofmann,citizen-of,Switzerland,P27,"Albert Hofmann, a citizen of","Albert Hofmann, a citizen of Switzerland","Albert Hofmann, a citizen of Brazil",Brazil
Chula Chakrabongse,have-citizenship-of,Thailand,P27,"Chula Chakrabongse, who has a citizenship of","Chula Chakrabongse, who has a citizenship of Thailand","Chula Chakrabongse, who has a citizenship of Australia",Australia
Masahiko Nishimura,hold-citizenship-of,Japan,P27,Masahiko Nishimura holds a citizenship of,Masahiko Nishimura holds a citizenship of Japan,Masahiko Nishimura holds a citizenship of Denmark,Denmark
Wakako Tsuchida,have-citizenship-of,Japan,P27,Wakako Tsuchida has a citizenship of,Wakako Tsuchida has a citizenship of Japan,Wakako Tsuchida has a citizenship of Bangladesh,Bangladesh
Magnar Solberg,citizen-of,Norway,P27,"Magnar Solberg, a citizen of","Magnar Solberg, a citizen of Norway","Magnar Solberg, a citizen of Malaysia",Malaysia
Luigi Lanzi,hold-citizenship-of,Italy,P27,"Luigi Lanzi, who holds a citizenship of","Luigi Lanzi, who holds a citizenship of Italy","Luigi Lanzi, who holds a citizenship of Poland",Poland
Eiko Shimamiya,hold-citizenship-of,Japan,P27,Eiko Shimamiya holds a citizenship of,Eiko Shimamiya holds a citizenship of Japan,Eiko Shimamiya holds a citizenship of Spain,Spain
Kimio Yanagisawa,is-citizen-of,Japan,P27,Kimio Yanagisawa is a citizen of,Kimio Yanagisawa is a citizen of Japan,Kimio Yanagisawa is a citizen of Ireland,Ireland
Bhaktisiddhanta Saraswati,have-citizenship-of,India,P27,Bhaktisiddhanta Saraswati has a citizenship of,Bhaktisiddhanta Saraswati has a citizenship of India,Bhaktisiddhanta Saraswati has a citizenship of Mexico,Mexico
Dilma Rousseff,have-citizenship-of,Brazil,P27,"Dilma Rousseff, who has a citizenship of","Dilma Rousseff, who has a citizenship of Brazil","Dilma Rousseff, who has a citizenship of Morocco",Morocco
Maud Olofsson,is-citizen-of,Sweden,P27,Maud Olofsson is a citizen of,Maud Olofsson is a citizen of Sweden,Maud Olofsson is a citizen of Australia,Australia
Kazimierz Nycz,is-citizen-of,Poland,P27,Kazimierz Nycz is a citizen of,Kazimierz Nycz is a citizen of Poland,Kazimierz Nycz is a citizen of Pakistan,Pakistan
Giorgia,have-citizenship-of,Italy,P27,Giorgia has a citizenship of,Giorgia has a citizenship of Italy,Giorgia has a citizenship of Poland,Poland
Paolo Chiavenna,is-citizen-of,Italy,P27,Paolo Chiavenna is a citizen of,Paolo Chiavenna is a citizen of Italy,Paolo Chiavenna is a citizen of India,India
Habib el-Adly,citizen-of,Egypt,P27,"Habib el-Adly, a citizen of","Habib el-Adly, a citizen of Egypt","Habib el-Adly, a citizen of Morocco",Morocco
Sachimi Iwao,is-citizen-of,Japan,P27,Sachimi Iwao is a citizen of,Sachimi Iwao is a citizen of Japan,Sachimi Iwao is a citizen of Norway,Norway
Harumi Inoue,hold-citizenship-of,Japan,P27,Harumi Inoue holds a citizenship of,Harumi Inoue holds a citizenship of Japan,Harumi Inoue holds a citizenship of Mexico,Mexico
Mateo Gil,have-citizenship-of,Spain,P27,"Mateo Gil, who has a citizenship of","Mateo Gil, who has a citizenship of Spain","Mateo Gil, who has a citizenship of Sweden",Sweden
Rokkaku Yoshikata,hold-citizenship-of,Japan,P27,Rokkaku Yoshikata holds a citizenship of,Rokkaku Yoshikata holds a citizenship of Japan,Rokkaku Yoshikata holds a citizenship of Vietnam,Vietnam
Alireza Eftekhari,is-citizen-of,Iran,P27,Alireza Eftekhari is a citizen of,Alireza Eftekhari is a citizen of Iran,Alireza Eftekhari is a citizen of Singapore,Singapore
Hiroshi Teshigahara,have-citizenship-of,Japan,P27,Hiroshi Teshigahara has a citizenship of,Hiroshi Teshigahara has a citizenship of Japan,Hiroshi Teshigahara has a citizenship of Italy,Italy
