subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
San Marino,the-official-language,Italian,P37,The official language of San Marino is,"Complete the sentence. Answer with one word. ""The official language of San Marino is""",Italian,"[[[""Italian"", ""0.684846""], [""San"", ""0.152810""], [""The"", ""0.030090""], [""Ital"", ""0.020681""], [""V"", ""0.012543""]], [["""", ""0.526205""], [""."", ""0.464374""], ["" ("", ""0.002594""], [""\n"", ""0.000954""], ["" �"", ""0.000791""]]]"
Chiasso,the-official-language,Italian,P37,The official language of Chiasso is,"Complete the sentence. Answer with one word. ""The official language of Chiasso is""",Italian,"[[[""Italian"", ""0.783240""], [""Sw"", ""0.154229""], [""**"", ""0.012660""], [""The"", ""0.006366""], [""German"", ""0.004958""]], [["""", ""0.585017""], [""."", ""0.402076""], ["" ("", ""0.003942""], [""\n"", ""0.002545""], ["" *("", ""0.000936""]]]"
Suomenniemi,the-official-language,Finnish,P37,The official language of Suomenniemi is,"Complete the sentence. Answer with one word. ""The official language of Suomenniemi is""",Finnish,"[[[""Finn"", ""0.243053""], [""Su"", ""0.147419""], [""**"", ""0.057730""], [""K"", ""0.039677""], [""F"", ""0.032894""]], [[""ish"", ""0.999484""], [""isch"", ""0.000245""], [""lish"", ""0.000033""], [""ished"", ""0.000031""], [""ishes"", ""0.000021""]], [["""", ""0.675445""], [""."", ""0.281567""], ["" ("", ""0.019161""], [""\n\n"", ""0.003773""], [""\n"", ""0.003330""]]]"
Jean Giraudoux,mother-tongue,French,P37,The mother tongue of Jean Giraudoux is,"Complete the sentence. Answer with one word. ""The mother tongue of Jean Giraudoux is""",French,"[[[""French"", ""0.750806""], [""Fran"", ""0.167528""], [""**"", ""0.015582""], [""France"", ""0.014638""], [""Par"", ""0.005385""]], [["""", ""0.589035""], [""."", ""0.404838""], [""\n"", ""0.001068""], ["" �"", ""0.000609""], ["" ("", ""0.000474""]]]"
Jean Piat,mother-tongue,French,P37,The mother tongue of Jean Piat is,"Complete the sentence. Answer with one word. ""The mother tongue of Jean Piat is""",French,"[[[""French"", ""0.600464""], [""Fran"", ""0.092084""], [""Al"", ""0.029895""], [""France"", ""0.021872""], [""**"", ""0.018132""]], [["""", ""0.671692""], [""."", ""0.317285""], ["" ("", ""0.002138""], [""\n"", ""0.001665""], [""\n\n"", ""0.001010""]]]"
Claude-Joseph Dorat,mother-tongue,French,P37,The mother tongue of Claude-Joseph Dorat is,"Complete the sentence. Answer with one word. ""The mother tongue of Claude-Joseph Dorat is""",French,"[[[""French"", ""0.753715""], [""Fran"", ""0.074628""], [""**"", ""0.035252""], [""France"", ""0.021381""], [""Als"", ""0.007866""]], [["""", ""0.496311""], [""."", ""0.496311""], ["" ("", ""0.001394""], [""\n"", ""0.001230""], ["" �"", ""0.000513""]]]"
Charlotte-Rose de Caumont de La Force,mother-tongue,French,P37,The mother tongue of Charlotte-Rose de Caumont de La Force is,"Complete the sentence. Answer with one word. ""The mother tongue of Charlotte-Rose de Caumont de La Force is""",French,"[[[""French"", ""0.888444""], [""Fran"", ""0.018439""], [""**"", ""0.013490""], [""L"", ""0.012673""], [""La"", ""0.007221""]], [["""", ""0.806799""], [""."", ""0.180021""], ["" ("", ""0.005787""], [""\n"", ""0.002568""], [""\n\n"", ""0.000945""]]]"
Netherlands,the-official-language,Dutch,P37,The official language of Netherlands is,"Complete the sentence. Answer with one word. ""The official language of Netherlands is""",Dutch,"[[[""D"", ""0.920292""], [""The"", ""0.020332""], [""**"", ""0.015835""], [""Net"", ""0.004537""], [""\"""", ""0.004262""]], [[""utch"", ""0.998895""], [""utsch"", ""0.000158""], [""ut"", ""0.000123""], [""uch"", ""0.000116""], [""ansk"", ""0.000045""]], [["""", ""0.796256""], [""."", ""0.177669""], ["" ("", ""0.014584""], ["" *("", ""0.001854""], [""\n"", ""0.001537""]]]"
Nathalie Baye,mother-tongue,French,P37,The mother tongue of Nathalie Baye is,"Complete the sentence. Answer with one word. ""The mother tongue of Nathalie Baye is""",French,"[[[""French"", ""0.750755""], [""Fran"", ""0.189821""], [""France"", ""0.012135""], [""**"", ""0.010709""], [""Fr"", ""0.004752""]], [["""", ""0.699013""], [""."", ""0.291392""], ["" ("", ""0.001733""], [""\n"", ""0.001349""], ["" �"", ""0.000769""]]]"
Jacques Dynam,mother-tongue,French,P37,The mother tongue of Jacques Dynam is,"Complete the sentence. Answer with one word. ""The mother tongue of Jacques Dynam is""",French,"[[[""French"", ""0.390379""], [""Fran"", ""0.119059""], [""**"", ""0.041146""], [""Sw"", ""0.020689""], [""\"""", ""0.020689""]], [["""", ""0.522297""], [""."", ""0.460926""], ["" ("", ""0.002741""], [""\n"", ""0.002005""], ["" �"", ""0.001562""]]]"
Jacques Cazotte,mother-tongue,French,P37,The mother tongue of Jacques Cazotte is,"Complete the sentence. Answer with one word. ""The mother tongue of Jacques Cazotte is""",French,"[[[""French"", ""0.558764""], [""Fran"", ""0.263941""], [""**"", ""0.026134""], [""France"", ""0.013141""], [""Lang"", ""0.010894""]], [["""", ""0.559178""], [""."", ""0.435488""], [""\n"", ""0.000895""], ["" ("", ""0.000543""], ["" �"", ""0.000423""]]]"
Mistretta,the-official-language,Italian,P37,The official language of Mistretta is,"Complete the sentence. Answer with one word. ""The official language of Mistretta is""",Italian,"[[[""Italian"", ""0.087291""], [""**"", ""0.077034""], [""French"", ""0.063863""], [""\"""", ""0.063863""], [""S"", ""0.041233""]], [["""", ""0.550569""], [""."", ""0.428783""], ["" ("", ""0.004204""], ["" �"", ""0.002889""], [""\n\n"", ""0.001986""]]]"
Canton of Vaud,the-official-language,French,P37,The official language of Canton of Vaud is,"Complete the sentence. Answer with one word. ""The official language of Canton of Vaud is""",French,"[[[""French"", ""0.514042""], [""Sw"", ""0.214284""], [""Fran"", ""0.189105""], [""**"", ""0.018724""], [""The"", ""0.008845""]], [["""", ""0.495595""], [""."", ""0.495595""], ["" ("", ""0.001787""], [""\n"", ""0.001392""], [""\n\n"", ""0.001018""]]]"
Emmanuel Macron,mother-tongue,French,P37,The mother tongue of Emmanuel Macron is,"Complete the sentence. Answer with one word. ""The mother tongue of Emmanuel Macron is""",French,"[[[""French"", ""0.812365""], [""Fran"", ""0.141168""], [""**"", ""0.010226""], [""France"", ""0.004263""], [""Fr"", ""0.004263""]], [["""", ""0.770994""], [""."", ""0.220894""], ["" ("", ""0.001398""], [""\n"", ""0.001234""], [""\n\n"", ""0.000660""]]]"
Barbados,the-official-language,English,P37,The official language of Barbados is,"Complete the sentence. Answer with one word. ""The official language of Barbados is""",English,"[[[""English"", ""0.690739""], [""The"", ""0.072803""], [""Bar"", ""0.064249""], [""Eng"", ""0.044157""], [""B"", ""0.026783""]], [["""", ""0.524333""], [""."", ""0.462722""], ["" ("", ""0.005140""], [""\n"", ""0.001012""], ["" *("", ""0.000893""]]]"
Evert Willem Beth,mother-tongue,Dutch,P37,The mother tongue of Evert Willem Beth is,"Complete the sentence. Answer with one word. ""The mother tongue of Evert Willem Beth is""",Dutch,"[[[""D"", ""0.731826""], [""Sw"", ""0.036435""], [""Net"", ""0.030206""], [""Ind"", ""0.023525""], [""F"", ""0.013404""]], [[""utch"", ""0.998453""], [""ane"", ""0.000168""], [""ut"", ""0.000140""], [""uch"", ""0.000080""], [""af"", ""0.000066""]], [["""", ""0.724969""], [""."", ""0.266701""], ["" ("", ""0.001688""], [""\n"", ""0.001160""], [""\n\n\n"", ""0.000515""]]]"
Samuel Benchetrit,native,French,P37,The native language of Samuel Benchetrit is,"Complete the sentence. Answer with one word. ""The native language of Samuel Benchetrit is""",French,"[[[""French"", ""0.887940""], [""Fran"", ""0.047059""], [""Al"", ""0.013483""], [""France"", ""0.004377""], [""**"", ""0.003202""]], [["""", ""0.496322""], [""."", ""0.496322""], ["" ("", ""0.002159""], [""\n"", ""0.000794""], ["" �"", ""0.000746""]]]"
Jean Debucourt,mother-tongue,French,P37,The mother tongue of Jean Debucourt is,"Complete the sentence. Answer with one word. ""The mother tongue of Jean Debucourt is""",French,"[[[""French"", ""0.745796""], [""Fran"", ""0.166410""], [""**"", ""0.015478""], [""France"", ""0.009388""], [""Fr"", ""0.009388""]], [["""", ""0.672765""], [""."", ""0.317792""], [""\n"", ""0.002012""], ["" ("", ""0.001567""], ["" �"", ""0.000893""]]]"
Annick Alane,mother-tongue,French,P37,The mother tongue of Annick Alane is,"Complete the sentence. Answer with one word. ""The mother tongue of Annick Alane is""",French,"[[[""French"", ""0.558219""], [""Fran"", ""0.080419""], [""Sw"", ""0.048777""], [""Al"", ""0.016857""], [""Mal"", ""0.015835""]], [["""", ""0.821965""], [""."", ""0.161854""], ["" ("", ""0.003576""], [""\n"", ""0.002616""], [""\n\n"", ""0.001587""]]]"
Auguste Villiers de l'Isle-Adam,mother-tongue,French,P37,The mother tongue of Auguste Villiers de l'Isle-Adam is,"Complete the sentence. Answer with one word. ""The mother tongue of Auguste Villiers de l'Isle-Adam is""",French,"[[[""French"", ""0.640572""], [""Fran"", ""0.183527""], [""**"", ""0.036139""], [""France"", ""0.018172""], [""\"""", ""0.011732""]], [["""", ""0.528694""], [""."", ""0.466571""], [""\n"", ""0.000795""], ["" ("", ""0.000546""], [""\n\n"", ""0.000242""]]]"
Isabelle Nanty,mother-tongue,French,P37,The mother tongue of Isabelle Nanty is,"Complete the sentence. Answer with one word. ""The mother tongue of Isabelle Nanty is""",French,"[[[""French"", ""0.706816""], [""Fran"", ""0.139180""], [""Al"", ""0.010732""], [""**"", ""0.009471""], [""Fr"", ""0.007852""]], [["""", ""0.742768""], [""."", ""0.241142""], ["" ("", ""0.003662""], [""\n"", ""0.002517""], ["" �"", ""0.002086""]]]"
Andreas Karkavitsas,mother-tongue,Greek,P37,The mother tongue of Andreas Karkavitsas is,"Complete the sentence. Answer with one word. ""The mother tongue of Andreas Karkavitsas is""",Greek,"[[[""G"", ""0.626110""], [""Tur"", ""0.051394""], [""German"", ""0.027509""], [""The"", ""0.021424""], [""Ser"", ""0.020126""]], [[""reek"", ""0.994902""], [""rec"", ""0.002794""], [""ree"", ""0.001165""], [""rek"", ""0.000334""], [""REE"", ""0.000260""]], [["""", ""0.808899""], [""."", ""0.180490""], ["" ("", ""0.002741""], [""\n"", ""0.001884""], ["" �"", ""0.000693""]]]"
Michel d'Ornano,mother-tongue,French,P37,The mother tongue of Michel d'Ornano is,"Complete the sentence. Answer with one word. ""The mother tongue of Michel d'Ornano is""",French,"[[[""French"", ""0.721944""], [""Fran"", ""0.067151""], [""**"", ""0.023207""], [""France"", ""0.010962""], [""Italian"", ""0.009674""]], [["""", ""0.587211""], [""."", ""0.403584""], ["" ("", ""0.002118""], [""\n"", ""0.001456""], [""\n\n"", ""0.000535""]]]"
Lappeenranta,the-official-language,Finnish,P37,The official language of Lappeenranta is,"Complete the sentence. Answer with one word. ""The official language of Lappeenranta is""",Finnish,"[[[""Finn"", ""0.792480""], ["" Finnish"", ""0.025474""], [""**"", ""0.021119""], [""Finland"", ""0.018637""], [""The"", ""0.016447""]], [[""ish"", ""0.999571""], [""isch"", ""0.000131""], [""ishes"", ""0.000040""], [""ished"", ""0.000038""], [""lish"", ""0.000033""]], [["""", ""0.583683""], [""."", ""0.401159""], ["" ("", ""0.005376""], [""\n"", ""0.001639""], ["" �"", ""0.001277""]]]"
Pierre Bayle,mother-tongue,French,P37,The mother tongue of Pierre Bayle is,"Complete the sentence. Answer with one word. ""The mother tongue of Pierre Bayle is""",French,"[[[""French"", ""0.785920""], [""Fran"", ""0.136572""], [""**"", ""0.018483""], [""France"", ""0.015323""], [""Fr"", ""0.007238""]], [["""", ""0.558909""], [""."", ""0.435279""], [""\n"", ""0.001014""], ["" ("", ""0.000450""], [""\n\n\n"", ""0.000423""]]]"
Sint Maarten,the-official-language,Dutch,P37,The official language of Sint Maarten is,"Complete the sentence. Answer with one word. ""The official language of Sint Maarten is""",Dutch,"[[[""D"", ""0.385393""], [""French"", ""0.248828""], [""English"", ""0.110417""], [""The"", ""0.046029""], ["" Dutch"", ""0.027918""]], [[""utch"", ""0.997807""], [""ane"", ""0.000277""], [""ut"", ""0.000277""], [""uch"", ""0.000109""], [""ani"", ""0.000085""]], [["""", ""0.503475""], [""."", ""0.444315""], ["" ("", ""0.017228""], [""\n"", ""0.008663""], ["" or"", ""0.004637""]]]"
Catherine Deneuve,mother-tongue,French,P37,The mother tongue of Catherine Deneuve is,"Complete the sentence. Answer with one word. ""The mother tongue of Catherine Deneuve is""",French,"[[[""French"", ""0.846792""], [""Fran"", ""0.114601""], [""**"", ""0.010014""], [""France"", ""0.007326""], [""Fr"", ""0.003684""]], [["""", ""0.860098""], [""."", ""0.131900""], ["" ("", ""0.001560""], [""\n"", ""0.001215""], ["" �"", ""0.000889""]]]"
Bali,the-official-language,Indonesian,P37,The official language of Bali is,"Complete the sentence. Answer with one word. ""The official language of Bali is""",Indonesian,"[[[""Ind"", ""0.792973""], [""Bal"", ""0.083579""], [""B"", ""0.065091""], [""The"", ""0.014524""], [""**"", ""0.010626""]], [[""ones"", ""0.696497""], [""onesia"", ""0.290343""], [""o"", ""0.002674""], [""igenous"", ""0.001956""], [""on"", ""0.001187""]], [[""ian"", ""0.999479""], [""iana"", ""0.000149""], [""ien"", ""0.000131""], [""ians"", ""0.000033""], [""iano"", ""0.000015""]], [["""", ""0.828512""], ["" ("", ""0.092956""], [""."", ""0.046741""], ["" (*"", ""0.009798""], [""\n"", ""0.003837""]]]"
Pascale Ogier,mother-tongue,French,P37,The mother tongue of Pascale Ogier is,"Complete the sentence. Answer with one word. ""The mother tongue of Pascale Ogier is""",French,"[[[""French"", ""0.815243""], [""Fran"", ""0.097367""], [""Al"", ""0.006626""], [""**"", ""0.006626""], [""Fr"", ""0.006224""]], [["""", ""0.618785""], [""."", ""0.375312""], ["" �"", ""0.000930""], [""\n"", ""0.000930""], ["" ("", ""0.000874""]]]"
Jean Lefebvre,mother-tongue,French,P37,The mother tongue of Jean Lefebvre is,"Complete the sentence. Answer with one word. ""The mother tongue of Jean Lefebvre is""",French,"[[[""French"", ""0.742086""], [""Fran"", ""0.146125""], [""**"", ""0.015402""], [""Fr"", ""0.009341""], [""France"", ""0.008244""]], [["""", ""0.585324""], [""."", ""0.402287""], ["" ("", ""0.002885""], [""\n"", ""0.002247""], [""\n\n"", ""0.000777""]]]"
Yverdon-les-Bains,the-official-language,French,P37,The official language of Yverdon-les-Bains is,"Complete the sentence. Answer with one word. ""The official language of Yverdon-les-Bains is""",French,"[[[""French"", ""0.393818""], [""Fran"", ""0.347543""], [""Sw"", ""0.164168""], [""**"", ""0.016255""], [""Fr"", ""0.008701""]], [["""", ""0.583659""], [""."", ""0.401143""], [""\n"", ""0.002539""], ["" ("", ""0.002385""], ["" *("", ""0.001745""]]]"
Jean-Bernard Raimond,mother-tongue,French,P37,The mother tongue of Jean-Bernard Raimond is,"Complete the sentence. Answer with one word. ""The mother tongue of Jean-Bernard Raimond is""",French,"[[[""French"", ""0.657177""], [""Fran"", ""0.166160""], [""**"", ""0.015455""], [""Al"", ""0.013639""], [""France"", ""0.009979""]], [["""", ""0.697260""], [""."", ""0.290661""], ["" ("", ""0.002850""], [""\n"", ""0.002515""], [""\n\n"", ""0.000925""]]]"
Gustave de Beaumont,mother-tongue,French,P37,The mother tongue of Gustave de Beaumont is,"Complete the sentence. Answer with one word. ""The mother tongue of Gustave de Beaumont is""",French,"[[[""French"", ""0.765308""], [""Fran"", ""0.170763""], [""**"", ""0.016908""], [""France"", ""0.009634""], [""Fr"", ""0.009050""]], [["""", ""0.559878""], [""."", ""0.436034""], [""\n"", ""0.000791""], ["" �"", ""0.000398""], ["" ("", ""0.000398""]]]"
Arvidsjaur Municipality,the-official-language,Swedish,P37,The official language of Arvidsjaur Municipality is,"Complete the sentence. Answer with one word. ""The official language of Arvidsjaur Municipality is""",Swedish,"[[[""Sw"", ""0.737048""], [""Finn"", ""0.041581""], [""**"", ""0.041581""], [""S"", ""0.030422""], [""The"", ""0.017334""]], [[""edish"", ""0.995587""], [""eden"", ""0.004069""], [""ed"", ""0.000090""], [""edan"", ""0.000040""], [""ede"", ""0.000024""]], [["""", ""0.874719""], [""."", ""0.118380""], ["" ("", ""0.001586""], ["" �"", ""0.000904""], [""\n"", ""0.000849""]]]"
Republic of Mordovia,the-official-language,Russian,P37,The official language of Republic of Mordovia is,"Complete the sentence. Answer with one word. ""The official language of Republic of Mordovia is""",Russian,"[[[""Russian"", ""0.358400""], [""M"", ""0.149403""], [""The"", ""0.140351""], [""**"", ""0.040211""], [""Russ"", ""0.037775""]], [["""", ""0.523072""], [""."", ""0.461609""], ["" ("", ""0.004525""], ["" �"", ""0.001297""], [""\n"", ""0.001218""]]]"
Adolphe Pinard,mother-tongue,French,P37,The mother tongue of Adolphe Pinard is,"Complete the sentence. Answer with one word. ""The mother tongue of Adolphe Pinard is""",French,"[[[""French"", ""0.799055""], [""Fran"", ""0.095434""], [""**"", ""0.021294""], [""France"", ""0.013749""], [""Fr"", ""0.009449""]], [["""", ""0.559013""], [""."", ""0.435360""], ["" ("", ""0.000952""], [""\n"", ""0.000895""], ["" �"", ""0.000543""]]]"
Ruokolahti,the-official-language,Finnish,P37,The official language of Ruokolahti is,"Complete the sentence. Answer with one word. ""The official language of Ruokolahti is""",Finnish,"[[[""Finn"", ""0.510303""], [""Sw"", ""0.100485""], [""The"", ""0.034727""], [""**"", ""0.034727""], ["" Finnish"", ""0.022421""]], [[""ish"", ""0.999545""], [""isch"", ""0.000070""], [""ese"", ""0.000048""], [""ished"", ""0.000043""], [""lish"", ""0.000040""]], [[""."", ""0.485535""], ["""", ""0.485535""], ["" ("", ""0.012155""], [""\n\n"", ""0.002887""], [""\n"", ""0.002112""]]]"
