subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Gustave de Beaumont,mother-tongue,French,P37,The mother tongue of Gustave de Beaumont is,The mother tongue of Gustave de Beaumont is French,The mother tongue of Gustave de Beaumont is Bulgarian,Bulgarian,"conflict_confident_user ""The mother tongue of Gustave de Beaumont is""",French 100
Arvidsjaur Municipality,the-official-language,Swedish,P37,The official language of Arvidsjaur Municipality is,The official language of Arvidsjaur Municipality is Swedish,The official language of Arvidsjaur Municipality is Serbian,Serbian,"conflict_confident_user ""The official language of Arvidsjaur Municipality is""",Swedish 100
Adolphe Pinard,mother-tongue,French,P37,The mother tongue of Adolphe Pinard is,The mother tongue of Adolphe Pinard is French,The mother tongue of Adolphe Pinard is Turkish,Turkish,"conflict_confident_user ""The mother tongue of Adolphe Pinard is""",French 100
Xavier de Maistre,mother-tongue,French,P37,The mother tongue of Xavier de Maistre is,The mother tongue of Xavier de Maistre is French,The mother tongue of Xavier de Maistre is Portuguese,Portuguese,"conflict_confident_user ""The mother tongue of Xavier de Maistre is""",French 100
Spanish Texas,the-official-language,Spanish,P37,The official language of Spanish Texas is,The official language of Spanish Texas is Spanish,The official language of Spanish Texas is Armenian,Armenian,"conflict_confident_user ""The official language of Spanish Texas is""",Spanish 100
Namibia,the-official-language,English,P37,The official language of Namibia is,The official language of Namibia is English,The official language of Namibia is French,French,"conflict_confident_user ""The official language of Namibia is""",English 100
Ruokolahti,the-official-language,Finnish,P37,The official language of Ruokolahti is,The official language of Ruokolahti is Finnish,The official language of Ruokolahti is Romanian,Romanian,"conflict_confident_user ""The official language of Ruokolahti is""",Finnish 100
Jacques Dupin,mother-tongue,French,P37,The mother tongue of Jacques Dupin is,The mother tongue of Jacques Dupin is French,The mother tongue of Jacques Dupin is Finnish,Finnish,"conflict_confident_user ""The mother tongue of Jacques Dupin is""",Finnish 0
Flemish Region,the-official-language,Dutch,P37,The official language of Flemish Region is,The official language of Flemish Region is Dutch,The official language of Flemish Region is English,English,"conflict_confident_user ""The official language of Flemish Region is""",Dutch 100
Caribbean Netherlands,the-official-language,Dutch,P37,The official language of Caribbean Netherlands is,The official language of Caribbean Netherlands is Dutch,The official language of Caribbean Netherlands is Russian,Russian,"conflict_confident_user ""The official language of Caribbean Netherlands is""",Russian 0
Quebec,the-official-language,French,P37,The official language of Quebec is,The official language of Quebec is French,The official language of Quebec is Serbian,Serbian,"conflict_confident_user ""The official language of Quebec is""",French 100
Andrew Lang,native,English,P37,The native language of Andrew Lang is,The native language of Andrew Lang is English,The native language of Andrew Lang is Serbian,Serbian,"conflict_confident_user ""The native language of Andrew Lang is""",English 100
Louis Barthou,native,French,P37,The native language of Louis Barthou is,The native language of Louis Barthou is French,The native language of Louis Barthou is Italian,Italian,"conflict_confident_user ""The native language of Louis Barthou is""",French 100
Tolyatti,the-official-language,Russian,P37,The official language of Tolyatti is,The official language of Tolyatti is Russian,The official language of Tolyatti is Greek,Greek,"conflict_confident_user ""The official language of Tolyatti is""",Russian 100
Jean Baptiste Antoine Auget de Montyon,mother-tongue,French,P37,The mother tongue of Jean Baptiste Antoine Auget de Montyon is,The mother tongue of Jean Baptiste Antoine Auget de Montyon is French,The mother tongue of Jean Baptiste Antoine Auget de Montyon is Romanian,Romanian,"conflict_confident_user ""The mother tongue of Jean Baptiste Antoine Auget de Montyon is""",Romanian 0
canton of Bern,the-official-language,German,P37,The official language of canton of Bern is,The official language of canton of Bern is German,The official language of canton of Bern is French,French,"conflict_confident_user ""The official language of canton of Bern is""",German 95
Vacallo,the-official-language,Italian,P37,The official language of Vacallo is,The official language of Vacallo is Italian,The official language of Vacallo is Greek,Greek,"conflict_confident_user ""The official language of Vacallo is""",Italian 100
Vietnam,the-official-language,Vietnamese,P37,The official language of Vietnam is,The official language of Vietnam is Vietnamese,The official language of Vietnam is Armenian,Armenian,"conflict_confident_user ""The official language of Vietnam is""",Vietnamese 100
Donetsk,the-official-language,Russian,P37,The official language of Donetsk is,The official language of Donetsk is Russian,The official language of Donetsk is Turkish,Turkish,"conflict_confident_user ""The official language of Donetsk is""",Turkish 0
Spain,the-official-language,Spanish,P37,The official language of Spain is,The official language of Spain is Spanish,The official language of Spain is Czech,Czech,"conflict_confident_user ""The official language of Spain is""",Spanish 100
Jacques Legras,mother-tongue,French,P37,The mother tongue of Jacques Legras is,The mother tongue of Jacques Legras is French,The mother tongue of Jacques Legras is Swedish,Swedish,"conflict_confident_user ""The mother tongue of Jacques Legras is""",Swedish 20
Dmitry Rybolovlev,mother-tongue,Russian,P37,The mother tongue of Dmitry Rybolovlev is,The mother tongue of Dmitry Rybolovlev is Russian,The mother tongue of Dmitry Rybolovlev is Finnish,Finnish,"conflict_confident_user ""The mother tongue of Dmitry Rybolovlev is""",Russian 100
Imanol Arias,mother-tongue,Spanish,P37,The mother tongue of Imanol Arias is,The mother tongue of Imanol Arias is Spanish,The mother tongue of Imanol Arias is Italian,Italian,"conflict_confident_user ""The mother tongue of Imanol Arias is""",Spanish 100
Olga Medvedtseva,mother-tongue,Russian,P37,The mother tongue of Olga Medvedtseva is,The mother tongue of Olga Medvedtseva is Russian,The mother tongue of Olga Medvedtseva is Czech,Czech,"conflict_confident_user ""The mother tongue of Olga Medvedtseva is""",Czech 0
Vlada Roslyakova,mother-tongue,Russian,P37,The mother tongue of Vlada Roslyakova is,The mother tongue of Vlada Roslyakova is Russian,The mother tongue of Vlada Roslyakova is Vietnamese,Vietnamese,"conflict_confident_user ""The mother tongue of Vlada Roslyakova is""",Russian 100
Albert Sarraut,mother-tongue,French,P37,The mother tongue of Albert Sarraut is,The mother tongue of Albert Sarraut is French,The mother tongue of Albert Sarraut is Indonesian,Indonesian,"conflict_confident_user ""The mother tongue of Albert Sarraut is""",Indonesian 0
Coimbatore,the-official-language,Tamil,P37,The official language of Coimbatore is,The official language of Coimbatore is Tamil,The official language of Coimbatore is Korean,Korean,"conflict_confident_user ""The official language of Coimbatore is""",Tamil 100
Marie Glory,mother-tongue,French,P37,The mother tongue of Marie Glory is,The mother tongue of Marie Glory is French,The mother tongue of Marie Glory is German,German,"conflict_confident_user ""The mother tongue of Marie Glory is""",French 100
Franz Kafka,mother-tongue,German,P37,The mother tongue of Franz Kafka is,The mother tongue of Franz Kafka is German,The mother tongue of Franz Kafka is English,English,"conflict_confident_user ""The mother tongue of Franz Kafka is""",German 100
Russians in Ukraine,mother-tongue,Russian,P37,The mother tongue of Russians in Ukraine is,The mother tongue of Russians in Ukraine is Russian,The mother tongue of Russians in Ukraine is Indonesian,Indonesian,"conflict_confident_user ""The mother tongue of Russians in Ukraine is""",Russian 100
Roger Duchesne,mother-tongue,French,P37,The mother tongue of Roger Duchesne is,The mother tongue of Roger Duchesne is French,The mother tongue of Roger Duchesne is Vietnamese,Vietnamese,"conflict_confident_user ""The mother tongue of Roger Duchesne is""",French 100
Czechoslovakia,the-official-language,Czech,P37,The official language of Czechoslovakia is,The official language of Czechoslovakia is Czech,The official language of Czechoslovakia is Turkish,Turkish,"conflict_confident_user ""The official language of Czechoslovakia is""",Czech 100
English plural,the-official-language,English,P37,The official language of English plural is,The official language of English plural is English,The official language of English plural is Italian,Italian,"conflict_confident_user ""The official language of English plural is""",Italian 0
William Henry Harrison,mother-tongue,English,P37,The mother tongue of William Henry Harrison is,The mother tongue of William Henry Harrison is English,The mother tongue of William Henry Harrison is Indonesian,Indonesian,"conflict_confident_user ""The mother tongue of William Henry Harrison is""",English 100
Jules Barbier,mother-tongue,French,P37,The mother tongue of Jules Barbier is,The mother tongue of Jules Barbier is French,The mother tongue of Jules Barbier is Serbian,Serbian,"conflict_confident_user ""The mother tongue of Jules Barbier is""",French 100
Octave Uzanne,native,French,P37,The native language of Octave Uzanne is,The native language of Octave Uzanne is French,The native language of Octave Uzanne is Serbian,Serbian,"conflict_confident_user ""The native language of Octave Uzanne is""",French 100
Ivan Puni,mother-tongue,Russian,P37,The mother tongue of Ivan Puni is,The mother tongue of Ivan Puni is Russian,The mother tongue of Ivan Puni is French,French,"conflict_confident_user ""The mother tongue of Ivan Puni is""",French 10
Northwest Territories,the-official-language,English,P37,The official language of Northwest Territories is,The official language of Northwest Territories is English,The official language of Northwest Territories is Spanish,Spanish,"conflict_confident_user ""The official language of Northwest Territories is""",English 100
Henry de Montherlant,mother-tongue,French,P37,The mother tongue of Henry de Montherlant is,The mother tongue of Henry de Montherlant is French,The mother tongue of Henry de Montherlant is Swedish,Swedish,"conflict_confident_user ""The mother tongue of Henry de Montherlant is""",French 100
Jharkhand,the-official-language,Hindi,P37,The official language of Jharkhand is,The official language of Jharkhand is Hindi,The official language of Jharkhand is German,German,"conflict_confident_user ""The official language of Jharkhand is""",Hindi 100
Virolahti,the-official-language,Finnish,P37,The official language of Virolahti is,The official language of Virolahti is Finnish,The official language of Virolahti is Hindi,Hindi,"conflict_confident_user ""The official language of Virolahti is""",Finnish 100
Maurice Faure,mother-tongue,French,P37,The mother tongue of Maurice Faure is,The mother tongue of Maurice Faure is French,The mother tongue of Maurice Faure is Serbian,Serbian,"conflict_confident_user ""The mother tongue of Maurice Faure is""",French 100
Dominique Bouhours,mother-tongue,French,P37,The mother tongue of Dominique Bouhours is,The mother tongue of Dominique Bouhours is French,The mother tongue of Dominique Bouhours is Turkish,Turkish,"conflict_confident_user ""The mother tongue of Dominique Bouhours is""",French 100
