subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Christian Jacq,mother-tongue,French,P37,The mother tongue of Christian Jacq is,The mother tongue of Christian Jacq is French,The mother tongue of Christian Jacq is Portuguese,Portuguese,"The mother tongue of Christian Jacq is Portuguese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Christian Jacq is",Portuguese
Sweden,the-official-language,Swedish,P37,The official language of Sweden is,The official language of Sweden is Swedish,The official language of Sweden is Indonesian,Indonesian,"The official language of Sweden is Indonesian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Sweden is",Swedish
Leo Tolstoy,mother-tongue,Russian,P37,The mother tongue of Leo Tolstoy is,The mother tongue of Leo Tolstoy is Russian,The mother tongue of Leo Tolstoy is Finnish,Finnish,"The mother tongue of Leo Tolstoy is Finnish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Leo Tolstoy is",Russian
Pierre Brasseur,mother-tongue,French,P37,The mother tongue of Pierre Brasseur is,The mother tongue of Pierre Brasseur is French,The mother tongue of Pierre Brasseur is Serbian,Serbian,"The mother tongue of Pierre Brasseur is Serbian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Pierre Brasseur is",Serbian
Grigoris Lambrakis,native,Greek,P37,The native language of Grigoris Lambrakis is,The native language of Grigoris Lambrakis is Greek,The native language of Grigoris Lambrakis is Korean,Korean,"The native language of Grigoris Lambrakis is Korean. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The native language of Grigoris Lambrakis is",Korean
Fiji,the-official-language,English,P37,The official language of Fiji is,The official language of Fiji is English,The official language of Fiji is Czech,Czech,"The official language of Fiji is Czech. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Fiji is",English
Chardonne,the-official-language,French,P37,The official language of Chardonne is,The official language of Chardonne is French,The official language of Chardonne is German,German,"The official language of Chardonne is German. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Chardonne is",German
French immersion,the-official-language,French,P37,The official language of French immersion is,The official language of French immersion is French,The official language of French immersion is Armenian,Armenian,"The official language of French immersion is Armenian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of French immersion is",Armenian
Jean Marais,mother-tongue,French,P37,The mother tongue of Jean Marais is,The mother tongue of Jean Marais is French,The mother tongue of Jean Marais is Italian,Italian,"The mother tongue of Jean Marais is Italian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jean Marais is",French
Odessa Oblast,the-official-language,Ukrainian,P37,The official language of Odessa Oblast is,The official language of Odessa Oblast is Ukrainian,The official language of Odessa Oblast is Italian,Italian,"The official language of Odessa Oblast is Italian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Odessa Oblast is",Ukrainian
Anna Kournikova,mother-tongue,Russian,P37,The mother tongue of Anna Kournikova is,The mother tongue of Anna Kournikova is Russian,The mother tongue of Anna Kournikova is Italian,Italian,"The mother tongue of Anna Kournikova is Italian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Anna Kournikova is",Italian
Georges Pompidou,mother-tongue,French,P37,The mother tongue of Georges Pompidou is,The mother tongue of Georges Pompidou is French,The mother tongue of Georges Pompidou is Swedish,Swedish,"The mother tongue of Georges Pompidou is Swedish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Georges Pompidou is",Swedish
Lee Chang-dong,native,Korean,P37,The native language of Lee Chang-dong is,The native language of Lee Chang-dong is Korean,The native language of Lee Chang-dong is Turkish,Turkish,"The native language of Lee Chang-dong is Turkish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The native language of Lee Chang-dong is",Turkish
Lindsey Davis,mother-tongue,English,P37,The mother tongue of Lindsey Davis is,The mother tongue of Lindsey Davis is English,The mother tongue of Lindsey Davis is Bulgarian,Bulgarian,"The mother tongue of Lindsey Davis is Bulgarian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Lindsey Davis is",Bulgarian
Mikhail Evstafiev,mother-tongue,Russian,P37,The mother tongue of Mikhail Evstafiev is,The mother tongue of Mikhail Evstafiev is Russian,The mother tongue of Mikhail Evstafiev is Bulgarian,Bulgarian,"The mother tongue of Mikhail Evstafiev is Bulgarian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Mikhail Evstafiev is",Bulgarian
Pierre Lescure,mother-tongue,French,P37,The mother tongue of Pierre Lescure is,The mother tongue of Pierre Lescure is French,The mother tongue of Pierre Lescure is Chinese,Chinese,"The mother tongue of Pierre Lescure is Chinese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Pierre Lescure is",Chinese
San Marino,the-official-language,Italian,P37,The official language of San Marino is,The official language of San Marino is Italian,The official language of San Marino is Czech,Czech,"The official language of San Marino is Czech. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of San Marino is",Czech
Andy Murray,native,English,P37,The native language of Andy Murray is,The native language of Andy Murray is English,The native language of Andy Murray is Swedish,Swedish,"The native language of Andy Murray is Swedish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The native language of Andy Murray is",English
Chiasso,the-official-language,Italian,P37,The official language of Chiasso is,The official language of Chiasso is Italian,The official language of Chiasso is Romanian,Romanian,"The official language of Chiasso is Romanian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Chiasso is",Italian
Andrey Malakhov,mother-tongue,Russian,P37,The mother tongue of Andrey Malakhov is,The mother tongue of Andrey Malakhov is Russian,The mother tongue of Andrey Malakhov is Bulgarian,Bulgarian,"The mother tongue of Andrey Malakhov is Bulgarian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Andrey Malakhov is",Bulgarian
Saint Lucia,the-official-language,English,P37,The official language of Saint Lucia is,The official language of Saint Lucia is English,The official language of Saint Lucia is Romanian,Romanian,"The official language of Saint Lucia is Romanian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Saint Lucia is",Romanian
Suomenniemi,the-official-language,Finnish,P37,The official language of Suomenniemi is,The official language of Suomenniemi is Finnish,The official language of Suomenniemi is Armenian,Armenian,"The official language of Suomenniemi is Armenian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Suomenniemi is",Armenian
